field,research_value,enriched_value,research_normalized,enriched_normalized,account,enriched_industry_research,enriched_vertical,note
industry_vs_vertical,Consumer Goods,Wholesale and distribution services (MWD),Consumer Goods,Wholesale and distribution services (MWD),diamondbladedistributorsllc,PENDING RESEARCH,,
industry_vs_vertical,Industrial,Manufacturing (MWD),Industrial,Manufacturing (MWD),planesights,PENDING RESEARCH,,
industry_vs_vertical,Construction & Building,Wholesale and distribution services (MWD),Construction & Building,Wholesale and distribution services (MWD),questonedistributors,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Manufacturing (MWD),Food & Beverage,Manufacturing (MWD),namesakebrewing,PENDING RESEARCH,,
industry_vs_vertical,Other,Retail,Other,Retail,stevenenterprises2,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Manufacturing (MWD),Food & Beverage,Manufacturing (MWD),smakdab,PENDING RESEARCH,,
industry_vs_vertical,Manufacturing,Manufacturing (MWD),Manufacturing,Manufacturing (MWD),georgiapowdercoating3,PENDING RESEARCH,,
industry_vs_vertical,Industrial,Wholesale and distribution services (MWD),Industrial,Wholesale and distribution services (MWD),accesscasters3,PENDING RESEARCH,,
industry_vs_vertical,Industrial,Retail,Industrial,Retail,davishoseinc,PENDING RESEARCH,,
industry_vs_vertical,Industrial,Wholesale and distribution services (MWD),Industrial,Wholesale and distribution services (MWD),capitalabrasivesllc,PENDING RESEARCH,,
industry_vs_vertical,Manufacturing,Manufacturing (MWD),Manufacturing,Manufacturing (MWD),harbertcastingrepair,PENDING RESEARCH,,
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),gulfharvest2,PENDING RESEARCH,,
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),categorycreations,PENDING RESEARCH,,
industry_vs_vertical,Consumer Goods,Wholesale and distribution services (MWD),Consumer Goods,Wholesale and distribution services (MWD),ezbrandsllc,PENDING RESEARCH,,
industry_vs_vertical,Manufacturing,Manufacturing (MWD),Manufacturing,Manufacturing (MWD),armal,PENDING RESEARCH,,
industry_vs_vertical,Other,Manufacturing (MWD),Other,Manufacturing (MWD),heavisideindustriesinc,PENDING RESEARCH,,
industry_vs_vertical,Industrial,Wholesale and distribution services (MWD),Industrial,Wholesale and distribution services (MWD),steelecomponents,PENDING RESEARCH,,
industry_vs_vertical,Furniture,Wholesale and distribution services (MWD),Furniture,Wholesale and distribution services (MWD),sitepieces2,PENDING RESEARCH,,
industry_vs_vertical,Manufacturing,Manufacturing (MWD),Manufacturing,Manufacturing (MWD),tekkometals,PENDING RESEARCH,,
industry_vs_vertical,Industrial,Wholesale and distribution services (MWD),Industrial,Wholesale and distribution services (MWD),catsfilters,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Retail,Food & Beverage,Retail,stamfordtimeandco,PENDING RESEARCH,,
industry_vs_vertical,Automotive,Wholesale and distribution services (MWD),Automotive,Wholesale and distribution services (MWD),pneusquebecnet,PENDING RESEARCH,,
industry_vs_vertical,Safety Equipment,Wholesale and distribution services (MWD),Safety Equipment,Wholesale and distribution services (MWD),ssifiresolutions,PENDING RESEARCH,,
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),mycologicalnaturalproducts,PENDING RESEARCH,,
industry_vs_vertical,Consumer Goods,Retail,Consumer Goods,Retail,silverlinejudaica,PENDING RESEARCH,,
industry_vs_vertical,Other,Retail,Other,Retail,bandtcommunicationsinc3,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Manufacturing (MWD),Food & Beverage,Manufacturing (MWD),larryssausage,PENDING RESEARCH,,
industry_vs_vertical,Other,Retail,Other,Retail,americansupplycompanyinc,PENDING RESEARCH,,
industry_vs_vertical,Furniture,Retail,Furniture,Retail,big,PENDING RESEARCH,,
industry_vs_vertical,Consumer Goods,Wholesale and distribution services (MWD),Consumer Goods,Wholesale and distribution services (MWD),helenarosejewelry,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Wholesale and distribution services (MWD),Food & Beverage,Wholesale and distribution services (MWD),readyvista,PENDING RESEARCH,,
industry_vs_vertical,Services,Manufacturing (MWD),Services,Manufacturing (MWD),plasmaprocessgroup4,PENDING RESEARCH,,
industry_vs_vertical,Other,Retail,Other,Retail,uselitegear,PENDING RESEARCH,,
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),dtsdirect,PENDING RESEARCH,,
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),candhaggregatesllc,PENDING RESEARCH,,
industry_vs_vertical,Other,Retail,Other,Retail,africanchoicemarketltd,PENDING RESEARCH,,
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),ultimax,PENDING RESEARCH,,
industry_vs_vertical,Other,Manufacturing (MWD),Other,Manufacturing (MWD),emeryallen2,PENDING RESEARCH,,
industry_vs_vertical,Other,Retail,Other,Retail,rakit3,PENDING RESEARCH,,
industry_vs_vertical,Consumer Goods,Wholesale and distribution services (MWD),Consumer Goods,Wholesale and distribution services (MWD),brandxmetalsinc2,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Retail,Food & Beverage,Retail,sacredstudiosinc,PENDING RESEARCH,,
industry_vs_vertical,Manufacturing,Manufacturing (MWD),Manufacturing,Manufacturing (MWD),tangiblecreative2,PENDING RESEARCH,,
industry_vs_vertical,Consumer Goods,Retail,Consumer Goods,Retail,bioskinaestheticsinc,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Wholesale and distribution services (MWD),Food & Beverage,Wholesale and distribution services (MWD),crimsonimaging,PENDING RESEARCH,,
industry_vs_vertical,Other,Retail,Other,Retail,sheffieldsupplyandequipmentoftexasllc,PENDING RESEARCH,,
industry_vs_vertical,Other,Retail,Other,Retail,sheffieldsupplyandequipment,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Retail,Food & Beverage,Retail,solshinehair,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Wholesale and distribution services (MWD),Food & Beverage,Wholesale and distribution services (MWD),icandyenergydrink,PENDING RESEARCH,,
industry_vs_vertical,Other,Manufacturing (MWD),Other,Manufacturing (MWD),customindustrial2,PENDING RESEARCH,,
industry_vs_vertical,Other,Manufacturing (MWD),Other,Manufacturing (MWD),upstateanodizellc,PENDING RESEARCH,,
industry_vs_vertical,Consumer Goods,Wholesale and distribution services (MWD),Consumer Goods,Wholesale and distribution services (MWD),fosterus,PENDING RESEARCH,,
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),drinkade,PENDING RESEARCH,,
industry_vs_vertical,Consumer Goods,Wholesale and distribution services (MWD),Consumer Goods,Wholesale and distribution services (MWD),topoffice,PENDING RESEARCH,,
industry_vs_vertical,Other,Manufacturing (MWD),Other,Manufacturing (MWD),perryco,PENDING RESEARCH,,
industry_vs_vertical,Construction & Building,Retail,Construction & Building,Retail,uniquewoodfloor,PENDING RESEARCH,,
industry_vs_vertical,Services,Manufacturing (MWD),Services,Manufacturing (MWD),thomashayesstudio3,PENDING RESEARCH,,
industry_vs_vertical,Consumer Goods,Wholesale and distribution services (MWD),Consumer Goods,Wholesale and distribution services (MWD),amtonllcbabyclubchic,PENDING RESEARCH,,
industry_vs_vertical,Construction & Building,Manufacturing (MWD),Construction & Building,Manufacturing (MWD),precisiondoors3,PENDING RESEARCH,,
industry_vs_vertical,Consumer Goods,Wholesale and distribution services (MWD),Consumer Goods,Wholesale and distribution services (MWD),todaytomorrowapparel,PENDING RESEARCH,,
industry_vs_vertical,Technology,Manufacturing (MWD),Technology,Manufacturing (MWD),bl2systemsllc,PENDING RESEARCH,,
industry_vs_vertical,Other,Retail,Other,Retail,midwestbuildingsupply,PENDING RESEARCH,,
industry_vs_vertical,Consumer Goods,Manufacturing (MWD),Consumer Goods,Manufacturing (MWD),artbrandsholdings,Heat Transfer Manufacturing & Garment Decoration,,
industry_vs_vertical,Services,Wholesale and distribution services (MWD),Services,Wholesale and distribution services (MWD),abhasafinancialservices2,PENDING RESEARCH,,
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),strongwellness,PENDING RESEARCH,,
industry_vs_vertical,Other,Retail,Other,Retail,howardcountymd,PENDING RESEARCH,,
industry_vs_vertical,Technology,Wholesale and distribution services (MWD),Technology,Wholesale and distribution services (MWD),donecdistributors,PENDING RESEARCH,,
industry_vs_vertical,Services,Wholesale and distribution services (MWD),Services,Wholesale and distribution services (MWD),miminternationalinc,PENDING RESEARCH,,
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),ghentindustrialsupplyinc,PENDING RESEARCH,,
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),byisbeveragellc2,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Wholesale and distribution services (MWD),Food & Beverage,Wholesale and distribution services (MWD),pspglobalwines2,PENDING RESEARCH,,
industry_vs_vertical,Construction & Building,Manufacturing (MWD),Construction & Building,Manufacturing (MWD),medallionfence,PENDING RESEARCH,,
industry_vs_vertical,Consumer Goods,Wholesale and distribution services (MWD),Consumer Goods,Wholesale and distribution services (MWD),nearymartin,PENDING RESEARCH,,
industry_vs_vertical,Electrical,Wholesale and distribution services (MWD),Electrical,Wholesale and distribution services (MWD),reaganwirelesscorp,PENDING RESEARCH,,
industry_vs_vertical,Other,Manufacturing (MWD),Other,Manufacturing (MWD),kabsolution2,PENDING RESEARCH,,
industry_vs_vertical,Construction & Building,Wholesale and distribution services (MWD),Construction & Building,Wholesale and distribution services (MWD),memiairellc,PENDING RESEARCH,,
industry_vs_vertical,Technology,Retail,Technology,Retail,awcomm2,PENDING RESEARCH,,
industry_vs_vertical,Consumer Goods,Wholesale and distribution services (MWD),Consumer Goods,Wholesale and distribution services (MWD),amarenusa,PENDING RESEARCH,,
industry_vs_vertical,Services,Retail,Services,Retail,superiorcleaningequipmentinc,PENDING RESEARCH,,
industry_vs_vertical,Technology,Manufacturing (MWD),Technology,Manufacturing (MWD),classicexhaustsystemsllc,PENDING RESEARCH,,
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),mokanfastenerandsupply,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Manufacturing (MWD),Food & Beverage,Manufacturing (MWD),picturethisframinginc,PENDING RESEARCH,,
industry_vs_vertical,Consumer Goods,Manufacturing (MWD),Consumer Goods,Manufacturing (MWD),militarypilotsupplyoftexasllc,PENDING RESEARCH,,
industry_vs_vertical,Electrical,Manufacturing (MWD),Electrical,Manufacturing (MWD),easternwireproducts,PENDING RESEARCH,,
industry_vs_vertical,Electrical,Wholesale and distribution services (MWD),Electrical,Wholesale and distribution services (MWD),lightingxcorp,PENDING RESEARCH,,
industry_vs_vertical,Healthcare & Medical,Wholesale and distribution services (MWD),Healthcare & Medical,Wholesale and distribution services (MWD),revivehealthcaregroup,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Wholesale and distribution services (MWD),Food & Beverage,Wholesale and distribution services (MWD),miabsgpteltd,PENDING RESEARCH,,
industry_vs_vertical,Automotive,Wholesale and distribution services (MWD),Automotive,Wholesale and distribution services (MWD),thecarekioskptyltd,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Manufacturing (MWD),Food & Beverage,Manufacturing (MWD),dosesteel2,PENDING RESEARCH,,
industry_vs_vertical,Healthcare & Medical,Manufacturing (MWD),Healthcare & Medical,Manufacturing (MWD),labedahockeygear,PENDING RESEARCH,,
industry_vs_vertical,Manufacturing,Wholesale and distribution services (MWD),Manufacturing,Wholesale and distribution services (MWD),lot49llcdbabox7imports,PENDING RESEARCH,,
industry_vs_vertical,Healthcare & Medical,Wholesale and distribution services (MWD),Healthcare & Medical,Wholesale and distribution services (MWD),clandestinelabz,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Manufacturing (MWD),Food & Beverage,Manufacturing (MWD),nationcor,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Wholesale and distribution services (MWD),Food & Beverage,Wholesale and distribution services (MWD),cyclallc,PENDING RESEARCH,,
industry_vs_vertical,Other,Manufacturing (MWD),Other,Manufacturing (MWD),pcparlor,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Wholesale and distribution services (MWD),Food & Beverage,Wholesale and distribution services (MWD),maaribu,PENDING RESEARCH,,
industry_vs_vertical,Consumer Goods,Manufacturing (MWD),Consumer Goods,Manufacturing (MWD),outriggerpads,PENDING RESEARCH,,
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),greenandchapmanjv,PENDING RESEARCH,,
industry_vs_vertical,Other,Manufacturing (MWD),Other,Manufacturing (MWD),premiumpb2,PENDING RESEARCH,,
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),insightsurgical,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Retail,Food & Beverage,Retail,boschfamilybrewingcompanyllc,PENDING RESEARCH,,
industry_vs_vertical,Healthcare & Medical,Manufacturing (MWD),Healthcare & Medical,Manufacturing (MWD),sabradental,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Retail,Food & Beverage,Retail,coffeebeancorral2,PENDING RESEARCH,,
industry_vs_vertical,Construction & Building,Manufacturing (MWD),Construction & Building,Manufacturing (MWD),woodforminteriorsltd,PENDING RESEARCH,,
industry_vs_vertical,Technology,Manufacturing (MWD),Technology,Manufacturing (MWD),nupointsystems2,PENDING RESEARCH,,
industry_vs_vertical,Construction & Building,Wholesale and distribution services (MWD),Construction & Building,Wholesale and distribution services (MWD),holeintheroof2,PENDING RESEARCH,,
industry_vs_vertical,Construction & Building,Retail,Construction & Building,Retail,chairstuff3,PENDING RESEARCH,,
industry_vs_vertical,Construction & Building,Manufacturing (MWD),Construction & Building,Manufacturing (MWD),rainbowconcreteindustrieslimited,PENDING RESEARCH,,
industry_vs_vertical,Construction & Building,Retail,Construction & Building,Retail,automatedatticstair,PENDING RESEARCH,,
industry_vs_vertical,Consumer Goods,Wholesale and distribution services (MWD),Consumer Goods,Wholesale and distribution services (MWD),red88eyewearinc,PENDING RESEARCH,,
industry_vs_vertical,Other,Retail,Other,Retail,hddsupply,PENDING RESEARCH,,
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),poochiepets2,PENDING RESEARCH,,
industry_vs_vertical,Other,Manufacturing (MWD),Other,Manufacturing (MWD),greenmoab,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Wholesale and distribution services (MWD),Food & Beverage,Wholesale and distribution services (MWD),osupplies,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Wholesale and distribution services (MWD),Food & Beverage,Wholesale and distribution services (MWD),sobremesamanagement2,PENDING RESEARCH,,
industry_vs_vertical,Industrial,Manufacturing (MWD),Industrial,Manufacturing (MWD),norenthermal,PENDING RESEARCH,,
industry_vs_vertical,Healthcare & Medical,Retail,Healthcare & Medical,Retail,gtsimulators,PENDING RESEARCH,,
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),gsova,PENDING RESEARCH,,
industry_vs_vertical,Manufacturing,Manufacturing (MWD),Manufacturing,Manufacturing (MWD),elevatedmetalscorp2,PENDING RESEARCH,,
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),dubgifcollc,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Wholesale and distribution services (MWD),Food & Beverage,Wholesale and distribution services (MWD),cooksmart2,PENDING RESEARCH,,
industry_vs_vertical,Electrical,Manufacturing (MWD),Electrical,Manufacturing (MWD),rayhil2,PENDING RESEARCH,,
industry_vs_vertical,Services,Wholesale and distribution services (MWD),Services,Wholesale and distribution services (MWD),progressivewestman3,PENDING RESEARCH,,
industry_vs_vertical,Furniture,Retail,Furniture,Retail,flipoffice4,PENDING RESEARCH,,
industry_vs_vertical,Furniture,Retail,Furniture,Retail,wallbedsnmore,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Manufacturing (MWD),Food & Beverage,Manufacturing (MWD),kennebeccabinetry,PENDING RESEARCH,,
industry_vs_vertical,Construction & Building,Manufacturing (MWD),Construction & Building,Manufacturing (MWD),vacairindustries,PENDING RESEARCH,,
industry_vs_vertical,Consumer Goods,Wholesale and distribution services (MWD),Consumer Goods,Wholesale and distribution services (MWD),experthosiery,PENDING RESEARCH,,
industry_vs_vertical,Industrial,Wholesale and distribution services (MWD),Industrial,Wholesale and distribution services (MWD),southgateprocessequipmentinc,PENDING RESEARCH,,
industry_vs_vertical,Construction & Building,Manufacturing (MWD),Construction & Building,Manufacturing (MWD),rainwatermanagmentsolutions,PENDING RESEARCH,,
industry_vs_vertical,Industrial,Wholesale and distribution services (MWD),Industrial,Wholesale and distribution services (MWD),pneumaticplus,PENDING RESEARCH,,
industry_vs_vertical,Manufacturing,Wholesale and distribution services (MWD),Manufacturing,Wholesale and distribution services (MWD),fullcirclesolutionsllc,PENDING RESEARCH,,
industry_vs_vertical,Electrical,Wholesale and distribution services (MWD),Electrical,Wholesale and distribution services (MWD),carolinalightinggroup,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Wholesale and distribution services (MWD),Food & Beverage,Wholesale and distribution services (MWD),deccanfoods4,PENDING RESEARCH,,
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),mobilitycityoflasvegas2,PENDING RESEARCH,,
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),fivehundredandfiftyfivedistribution,PENDING RESEARCH,,
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),theatticdepot2,PENDING RESEARCH,,
industry_vs_vertical,Construction & Building,Wholesale and distribution services (MWD),Construction & Building,Wholesale and distribution services (MWD),betterbuychairsinc,PENDING RESEARCH,,
industry_vs_vertical,Services,Manufacturing (MWD),Services,Manufacturing (MWD),montanamixers,PENDING RESEARCH,,
industry_vs_vertical,Other,Retail,Other,Retail,vogona,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Wholesale and distribution services (MWD),Food & Beverage,Wholesale and distribution services (MWD),treatmenttechnology,PENDING RESEARCH,,
industry_vs_vertical,Services,Manufacturing (MWD),Services,Manufacturing (MWD),duecksmechanicalinc,PENDING RESEARCH,,
industry_vs_vertical,Manufacturing,Wholesale and distribution services (MWD),Manufacturing,Wholesale and distribution services (MWD),randolphpaper2,PENDING RESEARCH,,
industry_vs_vertical,Automotive,Retail,Automotive,Retail,carlsondockandbarge,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Wholesale and distribution services (MWD),Food & Beverage,Wholesale and distribution services (MWD),fishfoodies,PENDING RESEARCH,,
industry_vs_vertical,Industrial,Manufacturing (MWD),Industrial,Manufacturing (MWD),egeproducts,Agricultural Spray Adjuvants & Micronutrients Manufacturing,,
industry_vs_vertical,Construction & Building,Wholesale and distribution services (MWD),Construction & Building,Wholesale and distribution services (MWD),dddirect,PENDING RESEARCH,,
industry_vs_vertical,Construction & Building,Wholesale and distribution services (MWD),Construction & Building,Wholesale and distribution services (MWD),sherbistone,PENDING RESEARCH,,
industry_vs_vertical,Manufacturing,Manufacturing (MWD),Manufacturing,Manufacturing (MWD),publicmetal,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Retail,Food & Beverage,Retail,sonomachampagnesabres,PENDING RESEARCH,,
industry_vs_vertical,Healthcare & Medical,Manufacturing (MWD),Healthcare & Medical,Manufacturing (MWD),summitlaboratories2,PENDING RESEARCH,,
industry_vs_vertical,Construction & Building,Wholesale and distribution services (MWD),Construction & Building,Wholesale and distribution services (MWD),summitflooring,PENDING RESEARCH,,
industry_vs_vertical,Construction & Building,Manufacturing (MWD),Construction & Building,Manufacturing (MWD),ozenairtechnology2,PENDING RESEARCH,,
industry_vs_vertical,Consumer Goods,Manufacturing (MWD),Consumer Goods,Manufacturing (MWD),aromaticfragrancetechnologies,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Wholesale and distribution services (MWD),Food & Beverage,Wholesale and distribution services (MWD),rexdistributioninc,PENDING RESEARCH,,
industry_vs_vertical,Consumer Goods,Manufacturing (MWD),Consumer Goods,Manufacturing (MWD),hisigns,Architectural Signage & Wayfinding Manufacturing,,
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),edreedcompany,PENDING RESEARCH,,
industry_vs_vertical,Consumer Goods,Manufacturing (MWD),Consumer Goods,Manufacturing (MWD),mjjdassociatesllc,PENDING RESEARCH,,
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),davinciandtesla,PENDING RESEARCH,,
industry_vs_vertical,Manufacturing,Wholesale and distribution services (MWD),Manufacturing,Wholesale and distribution services (MWD),genesismachineandfabricationinc,PENDING RESEARCH,,
industry_vs_vertical,Healthcare & Medical,Manufacturing (MWD),Healthcare & Medical,Manufacturing (MWD),bieldentalcabinetsrebielcompanyinc,PENDING RESEARCH,,
industry_vs_vertical,Other,Manufacturing (MWD),Other,Manufacturing (MWD),chalmersford,Emergency Vehicle Equipment & Upfitting,,
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),kandedistributing2,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Wholesale and distribution services (MWD),Food & Beverage,Wholesale and distribution services (MWD),petitvin2,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Wholesale and distribution services (MWD),Food & Beverage,Wholesale and distribution services (MWD),cpvusanew,PENDING RESEARCH,,
industry_vs_vertical,Other,Manufacturing (MWD),Other,Manufacturing (MWD),callanindustrial2,PENDING RESEARCH,,
industry_vs_vertical,Other,Manufacturing (MWD),Other,Manufacturing (MWD),underhillinternational,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Wholesale and distribution services (MWD),Food & Beverage,Wholesale and distribution services (MWD),hawkvalve,PENDING RESEARCH,,
industry_vs_vertical,Food & Beverage,Wholesale and distribution services (MWD),Food & Beverage,Wholesale and distribution services (MWD),canadalab,PENDING RESEARCH,,
