field,research_value,enriched_value,research_normalized,enriched_normalized,account,enriched_industry_research,enriched_vertical,note
confidence,medium,NOT_IN_ENRICHED,,,dosesteel2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,labedahockeygear,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,lot49llcdbabox7imports,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,clandestinelabz,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,nationcor,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,cyclallc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,maaribu,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,outriggerpads,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,boschfamilybrewingcompanyllc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,sabradental,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,coffeebeancorral2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,woodforminteriorsltd,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,nupointsystems2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,holeintheroof2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,chairstuff3,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,rainbowconcreteindustrieslimited,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,automatedatticstair,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,red88eyewearinc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,osupplies,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,sobremesamanagement2,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,norenthermal,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,gtsimulators,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,elevatedmetalscorp2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,cooksmart2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,rayhil2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,progressivewestman3,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,flipoffice4,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,wallbedsnmore,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,kennebeccabinetry,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,vacairindustries,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,experthosiery,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,southgateprocessequipmentinc,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,rainwatermanagmentsolutions,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,pneumaticplus,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,fullcirclesolutionsllc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,carolinalightinggroup,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,deccanfoods4,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,betterbuychairsinc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,montanamixers,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,treatmenttechnology,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,duecksmechanicalinc,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,randolphpaper2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,carlsondockandbarge,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,fishfoodies,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,egeproducts,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,dddirect,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,sherbistone,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,publicmetal,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,sonomachampagnesabres,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,summitlaboratories2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,summitflooring,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,ozenairtechnology2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,aromaticfragrancetechnologies,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,rexdistributioninc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,hisigns,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,mjjdassociatesllc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,genesismachineandfabricationinc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,bieldentalcabinetsrebielcompanyinc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,petitvin2,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,cpvusanew,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,hawkvalve,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,canadalab,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,coastalwipers,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,bairespackusa2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,protechequipment,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,papajifoods3,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,cooksdoorsandmouldingsinc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,callanindustrial,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,mnjenterprisellc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,arboragri,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,automatedroomcontrolsinc2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,redstonetechnical,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,mobilitycityofworcestermassachusetts,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,southweststeelfabrication,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,norcada3,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,ajco,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,smindustries3,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,reidwitlinltd,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,protectconstruction,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,marineinnovations2,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,ceramicainc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,hydrospraywashsystemsinc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,evolutiontrailertechnologies,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,apparelstuffrus2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,mobilitycityofcoloradosprings,,,Confidence level tracked in research only
confidence,low,NOT_IN_ENRICHED,,,lmhdistribution,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,sylcadesigns2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,boswellwindows3,,,Confidence level tracked in research only
confidence,low,NOT_IN_ENRICHED,,,trimports,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,roimetalbuildings,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,boxgangmanufacturing2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,equustockopcollc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,anchorsupply2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,leadingedgesales2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,brinksmfgco,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,mpactbeverage2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,abbeyhardware,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,cbsolutionslp,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,vortex2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,atlanticrestaurantandsupermarketequipment,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,perlite,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,planetarydesign2,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,pfpspokane2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,sixdegreesnorthbeveragegroup,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,brewersicecompanyllc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,yudoinc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,quipementsvegtech,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,periodmouldings2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,fuelinjectorclinic2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,aandmdiscountfurniture4,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,mustangnorth,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,pma13,,,Confidence level tracked in research only
confidence,low,NOT_IN_ENRICHED,,,energycurve,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,ebamethod,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,flooringrva,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,area51sportsltd,,,Confidence level tracked in research only
confidence,low,NOT_IN_ENRICHED,,,championproducts2,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,atlanticindustrialcorp,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,nationalfiltersupply,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,goldnerdockconstruction,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,limbbusterllc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,pghorticulturelimited,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,wearingwilliamsltd2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,tandssalesinc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,commfitness3,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,transmetroninc3,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,whiteherrinmetals,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,luxuryair,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,dalmatianfireequipment,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,jdshouseoftrophies,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,autorescuetools,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,jafedecorating,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,acheerfulgiver,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,informedag3,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,americanlithiumenergy2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,baconmail,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,prionesource,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,enzusainc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,americanbackcountry,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,fencetrac2,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,accurateforklift3,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,cappadociarugsllc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,qualityflooring,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,hattrickdistributioninc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,kinetictoolsinc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,steerintrailersales,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,vipsupplyco,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,cggschmidt2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,getbold,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,smokinggoose2,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,saveonlaser,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,vintagemakesllc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,kearfabrication,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,tripdrip,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,elysianlabsllc3,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,vcssalesanddistribution,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,siquesttechnologysdnbhd,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,foodsalive,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,adkfragrancefarm,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,iceworksbathco,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,blueridgescreenproducts,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,delmarvadesigncenter,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,lumienlighting,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,millibar,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,lafittesseafood,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,sterlinghardwareltd,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,actionlighting,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,endlessfunllc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,fibonaccillc,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,victorcastilloincdbatortilleriatemecula,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,rhinoskintoughusainc,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,holdit,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,permarkbadges2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,northamericamattresscorp,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,multiseal2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,unicellsupply2,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,dolphinheatexchangerusa,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,procurementequipment,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,nationalkitchensbathsandmore1,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,bodegatile,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,repssinc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,thewristbandcompany,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,botanaway,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,sierraloghomes,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,johnmarksre2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,kingoillubricantsllc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,privatelabelsupport,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,bignotemusic,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,kandbfloorcoveringllc,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,imperialprivacysystemsllc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,roadrunner2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,cathxmedicalinc2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,georgiastage,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,camachocoffee,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,profwhytekratom,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,hsabearings,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,durabikelocker,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,animalhospitalsupplyinc2,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,colorantic,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,access2mobilityinc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,goodchemistry,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,inspiredsciencesllc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,cashionfishingrods2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,lampnutra2,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,rlhindustriesinc2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,prestigeislandexports,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,lancoacquisitionllc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,wholelogreclaimed3,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,ameritechfacilitysupplyllc,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,cpffloorsllc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,vtechnicaltextiles,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,trioniccorp2,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,furnitureprocorp,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,universalpowerconversion,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,firstmedicalinternationalcorp2,,,Confidence level tracked in research only
confidence,high,NOT_IN_ENRICHED,,,ThePianoPlaceMichigan,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,metkonusainc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,healthcarestoragesolutionscorporation,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,alliedmachinerysalesllc,,,Confidence level tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,appliedwatertechnologies,,,Confidence level tracked in research only
