field,research_value,enriched_value,research_normalized,enriched_normalized,account,enriched_industry_research,enriched_vertical,note
industry_vs_industry_research,Consumer Goods,PENDING RESEARCH,Consumer Goods,PENDING RESEARCH,audioconcepts,,Retail,
industry_vs_industry_research,Construction & Building,PENDING RESEARCH,Construction & Building,PENDING RESEARCH,blackstonesportsinc2,,Manufacturing (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,industrialodorcontrol2,,Manufacturing (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,wmuniformgroup,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,commonwealthindustrialinc,,Manufacturing (MWD),
industry_vs_industry_research,Construction & Building,PENDING RESEARCH,Construction & Building,PENDING RESEARCH,woodlabuae,,Manufacturing (MWD),
industry_vs_industry_research,Industrial,PENDING RESEARCH,Industrial,PENDING RESEARCH,geotoolsusa,,Manufacturing (MWD),
industry_vs_industry_research,Construction & Building,PENDING RESEARCH,Construction & Building,PENDING RESEARCH,socalfencesupply2,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Consumer Goods,PENDING RESEARCH,Consumer Goods,PENDING RESEARCH,diamondbladedistributorsllc,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Industrial,PENDING RESEARCH,Industrial,PENDING RESEARCH,planesights,,Manufacturing (MWD),
industry_vs_industry_research,Construction & Building,PENDING RESEARCH,Construction & Building,PENDING RESEARCH,questonedistributors,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,namesakebrewing,,Manufacturing (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,stevenenterprises2,,Retail,
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,smakdab,,Manufacturing (MWD),
industry_vs_industry_research,Manufacturing,PENDING RESEARCH,Manufacturing,PENDING RESEARCH,georgiapowdercoating3,,Manufacturing (MWD),
industry_vs_industry_research,Industrial,PENDING RESEARCH,Industrial,PENDING RESEARCH,accesscasters3,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Industrial,PENDING RESEARCH,Industrial,PENDING RESEARCH,davishoseinc,,Retail,
industry_vs_industry_research,Industrial,PENDING RESEARCH,Industrial,PENDING RESEARCH,capitalabrasivesllc,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Manufacturing,PENDING RESEARCH,Manufacturing,PENDING RESEARCH,harbertcastingrepair,,Manufacturing (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,gulfharvest2,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,categorycreations,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Consumer Goods,PENDING RESEARCH,Consumer Goods,PENDING RESEARCH,ezbrandsllc,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Manufacturing,PENDING RESEARCH,Manufacturing,PENDING RESEARCH,armal,,Manufacturing (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,heavisideindustriesinc,,Manufacturing (MWD),
industry_vs_industry_research,Industrial,PENDING RESEARCH,Industrial,PENDING RESEARCH,steelecomponents,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Furniture,PENDING RESEARCH,Furniture,PENDING RESEARCH,sitepieces2,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Manufacturing,PENDING RESEARCH,Manufacturing,PENDING RESEARCH,tekkometals,,Manufacturing (MWD),
industry_vs_industry_research,Industrial,PENDING RESEARCH,Industrial,PENDING RESEARCH,catsfilters,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,stamfordtimeandco,,Retail,
industry_vs_industry_research,Automotive,PENDING RESEARCH,Automotive,PENDING RESEARCH,pneusquebecnet,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Safety Equipment,PENDING RESEARCH,Safety Equipment,PENDING RESEARCH,ssifiresolutions,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,mycologicalnaturalproducts,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Consumer Goods,PENDING RESEARCH,Consumer Goods,PENDING RESEARCH,silverlinejudaica,,Retail,
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,bandtcommunicationsinc3,,Retail,
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,larryssausage,,Manufacturing (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,americansupplycompanyinc,,Retail,
industry_vs_industry_research,Furniture,PENDING RESEARCH,Furniture,PENDING RESEARCH,big,,Retail,
industry_vs_industry_research,Consumer Goods,PENDING RESEARCH,Consumer Goods,PENDING RESEARCH,helenarosejewelry,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,readyvista,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Services,PENDING RESEARCH,Services,PENDING RESEARCH,plasmaprocessgroup4,,Manufacturing (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,uselitegear,,Retail,
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,dtsdirect,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,candhaggregatesllc,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,africanchoicemarketltd,,Retail,
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,ultimax,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,emeryallen2,,Manufacturing (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,rakit3,,Retail,
industry_vs_industry_research,Consumer Goods,PENDING RESEARCH,Consumer Goods,PENDING RESEARCH,brandxmetalsinc2,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,sacredstudiosinc,,Retail,
industry_vs_industry_research,Manufacturing,PENDING RESEARCH,Manufacturing,PENDING RESEARCH,tangiblecreative2,,Manufacturing (MWD),
industry_vs_industry_research,Consumer Goods,PENDING RESEARCH,Consumer Goods,PENDING RESEARCH,bioskinaestheticsinc,,Retail,
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,crimsonimaging,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,sheffieldsupplyandequipmentoftexasllc,,Retail,
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,sheffieldsupplyandequipment,,Retail,
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,solshinehair,,Retail,
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,icandyenergydrink,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,customindustrial2,,Manufacturing (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,upstateanodizellc,,Manufacturing (MWD),
industry_vs_industry_research,Consumer Goods,PENDING RESEARCH,Consumer Goods,PENDING RESEARCH,fosterus,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,drinkade,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Consumer Goods,PENDING RESEARCH,Consumer Goods,PENDING RESEARCH,topoffice,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,perryco,,Manufacturing (MWD),
industry_vs_industry_research,Construction & Building,PENDING RESEARCH,Construction & Building,PENDING RESEARCH,uniquewoodfloor,,Retail,
industry_vs_industry_research,Services,PENDING RESEARCH,Services,PENDING RESEARCH,thomashayesstudio3,,Manufacturing (MWD),
industry_vs_industry_research,Consumer Goods,PENDING RESEARCH,Consumer Goods,PENDING RESEARCH,amtonllcbabyclubchic,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Construction & Building,PENDING RESEARCH,Construction & Building,PENDING RESEARCH,precisiondoors3,,Manufacturing (MWD),
industry_vs_industry_research,Consumer Goods,PENDING RESEARCH,Consumer Goods,PENDING RESEARCH,todaytomorrowapparel,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Technology,PENDING RESEARCH,Technology,PENDING RESEARCH,bl2systemsllc,,Manufacturing (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,midwestbuildingsupply,,Retail,
industry_vs_industry_research,Consumer Goods,Heat Transfer Manufacturing & Garment Decoration,Consumer Goods,Heat Transfer Manufacturing & Garment Decoration,artbrandsholdings,,Manufacturing (MWD),
industry_vs_industry_research,Services,PENDING RESEARCH,Services,PENDING RESEARCH,abhasafinancialservices2,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,strongwellness,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,howardcountymd,,Retail,
industry_vs_industry_research,Technology,PENDING RESEARCH,Technology,PENDING RESEARCH,donecdistributors,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Services,PENDING RESEARCH,Services,PENDING RESEARCH,miminternationalinc,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,ghentindustrialsupplyinc,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,byisbeveragellc2,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,pspglobalwines2,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Construction & Building,PENDING RESEARCH,Construction & Building,PENDING RESEARCH,medallionfence,,Manufacturing (MWD),
industry_vs_industry_research,Consumer Goods,PENDING RESEARCH,Consumer Goods,PENDING RESEARCH,nearymartin,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Electrical,PENDING RESEARCH,Electrical,PENDING RESEARCH,reaganwirelesscorp,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,kabsolution2,,Manufacturing (MWD),
industry_vs_industry_research,Construction & Building,PENDING RESEARCH,Construction & Building,PENDING RESEARCH,memiairellc,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Technology,PENDING RESEARCH,Technology,PENDING RESEARCH,awcomm2,,Retail,
industry_vs_industry_research,Consumer Goods,PENDING RESEARCH,Consumer Goods,PENDING RESEARCH,amarenusa,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Services,PENDING RESEARCH,Services,PENDING RESEARCH,superiorcleaningequipmentinc,,Retail,
industry_vs_industry_research,Technology,PENDING RESEARCH,Technology,PENDING RESEARCH,classicexhaustsystemsllc,,Manufacturing (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,mokanfastenerandsupply,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,picturethisframinginc,,Manufacturing (MWD),
industry_vs_industry_research,Consumer Goods,PENDING RESEARCH,Consumer Goods,PENDING RESEARCH,militarypilotsupplyoftexasllc,,Manufacturing (MWD),
industry_vs_industry_research,Electrical,PENDING RESEARCH,Electrical,PENDING RESEARCH,easternwireproducts,,Manufacturing (MWD),
industry_vs_industry_research,Electrical,PENDING RESEARCH,Electrical,PENDING RESEARCH,lightingxcorp,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Healthcare & Medical,PENDING RESEARCH,Healthcare & Medical,PENDING RESEARCH,revivehealthcaregroup,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,miabsgpteltd,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Automotive,PENDING RESEARCH,Automotive,PENDING RESEARCH,thecarekioskptyltd,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,dosesteel2,,Manufacturing (MWD),
industry_vs_industry_research,Healthcare & Medical,PENDING RESEARCH,Healthcare & Medical,PENDING RESEARCH,labedahockeygear,,Manufacturing (MWD),
industry_vs_industry_research,Manufacturing,PENDING RESEARCH,Manufacturing,PENDING RESEARCH,lot49llcdbabox7imports,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Healthcare & Medical,PENDING RESEARCH,Healthcare & Medical,PENDING RESEARCH,clandestinelabz,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,nationcor,,Manufacturing (MWD),
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,cyclallc,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,pcparlor,,Manufacturing (MWD),
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,maaribu,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Consumer Goods,PENDING RESEARCH,Consumer Goods,PENDING RESEARCH,outriggerpads,,Manufacturing (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,greenandchapmanjv,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,premiumpb2,,Manufacturing (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,insightsurgical,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,boschfamilybrewingcompanyllc,,Retail,
industry_vs_industry_research,Healthcare & Medical,PENDING RESEARCH,Healthcare & Medical,PENDING RESEARCH,sabradental,,Manufacturing (MWD),
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,coffeebeancorral2,,Retail,
industry_vs_industry_research,Construction & Building,PENDING RESEARCH,Construction & Building,PENDING RESEARCH,woodforminteriorsltd,,Manufacturing (MWD),
industry_vs_industry_research,Technology,PENDING RESEARCH,Technology,PENDING RESEARCH,nupointsystems2,,Manufacturing (MWD),
industry_vs_industry_research,Construction & Building,PENDING RESEARCH,Construction & Building,PENDING RESEARCH,holeintheroof2,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Construction & Building,PENDING RESEARCH,Construction & Building,PENDING RESEARCH,chairstuff3,,Retail,
industry_vs_industry_research,Construction & Building,PENDING RESEARCH,Construction & Building,PENDING RESEARCH,rainbowconcreteindustrieslimited,,Manufacturing (MWD),
industry_vs_industry_research,Construction & Building,PENDING RESEARCH,Construction & Building,PENDING RESEARCH,automatedatticstair,,Retail,
industry_vs_industry_research,Consumer Goods,PENDING RESEARCH,Consumer Goods,PENDING RESEARCH,red88eyewearinc,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,hddsupply,,Retail,
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,poochiepets2,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,greenmoab,,Manufacturing (MWD),
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,osupplies,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,sobremesamanagement2,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Industrial,PENDING RESEARCH,Industrial,PENDING RESEARCH,norenthermal,,Manufacturing (MWD),
industry_vs_industry_research,Healthcare & Medical,PENDING RESEARCH,Healthcare & Medical,PENDING RESEARCH,gtsimulators,,Retail,
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,gsova,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Manufacturing,PENDING RESEARCH,Manufacturing,PENDING RESEARCH,elevatedmetalscorp2,,Manufacturing (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,dubgifcollc,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,cooksmart2,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Electrical,PENDING RESEARCH,Electrical,PENDING RESEARCH,rayhil2,,Manufacturing (MWD),
industry_vs_industry_research,Services,PENDING RESEARCH,Services,PENDING RESEARCH,progressivewestman3,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Furniture,PENDING RESEARCH,Furniture,PENDING RESEARCH,flipoffice4,,Retail,
industry_vs_industry_research,Furniture,PENDING RESEARCH,Furniture,PENDING RESEARCH,wallbedsnmore,,Retail,
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,kennebeccabinetry,,Manufacturing (MWD),
industry_vs_industry_research,Construction & Building,PENDING RESEARCH,Construction & Building,PENDING RESEARCH,vacairindustries,,Manufacturing (MWD),
industry_vs_industry_research,Consumer Goods,PENDING RESEARCH,Consumer Goods,PENDING RESEARCH,experthosiery,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Industrial,PENDING RESEARCH,Industrial,PENDING RESEARCH,southgateprocessequipmentinc,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Construction & Building,PENDING RESEARCH,Construction & Building,PENDING RESEARCH,rainwatermanagmentsolutions,,Manufacturing (MWD),
industry_vs_industry_research,Industrial,PENDING RESEARCH,Industrial,PENDING RESEARCH,pneumaticplus,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Manufacturing,PENDING RESEARCH,Manufacturing,PENDING RESEARCH,fullcirclesolutionsllc,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Electrical,PENDING RESEARCH,Electrical,PENDING RESEARCH,carolinalightinggroup,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,deccanfoods4,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,mobilitycityoflasvegas2,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,fivehundredandfiftyfivedistribution,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,theatticdepot2,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Construction & Building,PENDING RESEARCH,Construction & Building,PENDING RESEARCH,betterbuychairsinc,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Services,PENDING RESEARCH,Services,PENDING RESEARCH,montanamixers,,Manufacturing (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,vogona,,Retail,
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,treatmenttechnology,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Services,PENDING RESEARCH,Services,PENDING RESEARCH,duecksmechanicalinc,,Manufacturing (MWD),
industry_vs_industry_research,Manufacturing,PENDING RESEARCH,Manufacturing,PENDING RESEARCH,randolphpaper2,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Automotive,PENDING RESEARCH,Automotive,PENDING RESEARCH,carlsondockandbarge,,Retail,
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,fishfoodies,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Industrial,Agricultural Spray Adjuvants & Micronutrients Manufacturing,Industrial,Agricultural Spray Adjuvants & Micronutrients Manufacturing,egeproducts,,Manufacturing (MWD),
industry_vs_industry_research,Construction & Building,PENDING RESEARCH,Construction & Building,PENDING RESEARCH,dddirect,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Construction & Building,PENDING RESEARCH,Construction & Building,PENDING RESEARCH,sherbistone,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Manufacturing,PENDING RESEARCH,Manufacturing,PENDING RESEARCH,publicmetal,,Manufacturing (MWD),
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,sonomachampagnesabres,,Retail,
industry_vs_industry_research,Healthcare & Medical,PENDING RESEARCH,Healthcare & Medical,PENDING RESEARCH,summitlaboratories2,,Manufacturing (MWD),
industry_vs_industry_research,Construction & Building,PENDING RESEARCH,Construction & Building,PENDING RESEARCH,summitflooring,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Construction & Building,PENDING RESEARCH,Construction & Building,PENDING RESEARCH,ozenairtechnology2,,Manufacturing (MWD),
industry_vs_industry_research,Consumer Goods,PENDING RESEARCH,Consumer Goods,PENDING RESEARCH,aromaticfragrancetechnologies,,Manufacturing (MWD),
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,rexdistributioninc,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Consumer Goods,Architectural Signage & Wayfinding Manufacturing,Consumer Goods,Architectural Signage & Wayfinding Manufacturing,hisigns,,Manufacturing (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,edreedcompany,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Consumer Goods,PENDING RESEARCH,Consumer Goods,PENDING RESEARCH,mjjdassociatesllc,,Manufacturing (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,davinciandtesla,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Manufacturing,PENDING RESEARCH,Manufacturing,PENDING RESEARCH,genesismachineandfabricationinc,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Healthcare & Medical,PENDING RESEARCH,Healthcare & Medical,PENDING RESEARCH,bieldentalcabinetsrebielcompanyinc,,Manufacturing (MWD),
industry_vs_industry_research,Other,Emergency Vehicle Equipment & Upfitting,Other,Emergency Vehicle Equipment & Upfitting,chalmersford,,Manufacturing (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,kandedistributing2,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,petitvin2,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,cpvusanew,,Wholesale and distribution services (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,callanindustrial2,,Manufacturing (MWD),
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,underhillinternational,,Manufacturing (MWD),
