field,research_value,enriched_value,research_normalized,enriched_normalized,account,enriched_industry_research,enriched_vertical,note
industry_vs_vertical,Security Equipment,Wholesale and distribution services (MWD),Security Equipment,Wholesale and distribution services (MWD),americansafetyandfirehouse,PENDING RESEARCH,,
industry_vs_industry_research,Security Equipment,PENDING RESEARCH,Security Equipment,PENDING RESEARCH,americansafetyandfirehouse,,Wholesale and distribution services (MWD),
sub_industry,Safes/Security,NOT_IN_ENRICHED,,,americansafetyandfirehouse,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,crm_pipeline,PENDING RESEARCH,crm_pipeline,PENDING RESEARCH,americansafetyandfirehouse,,,
total_events,19,NOT_IN_ENRICHED,,,americansafetyandfirehouse,,,Event count tracked in research only
classification_source,llm_classification,NOT_IN_ENRICHED,,,americansafetyandfirehouse,,,Classification source tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,americansafetyandfirehouse,,,Confidence level tracked in research only
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),missionlaundryequipment3,PENDING RESEARCH,,
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,missionlaundryequipment3,,Wholesale and distribution services (MWD),
sub_industry,Unclassified,NOT_IN_ENRICHED,,,missionlaundryequipment3,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,crm_pipeline,PENDING RESEARCH,crm_pipeline,PENDING RESEARCH,missionlaundryequipment3,,,
total_events,16,NOT_IN_ENRICHED,,,missionlaundryequipment3,,,Event count tracked in research only
classification_source,unclassified,NOT_IN_ENRICHED,,,missionlaundryequipment3,,,Classification source tracked in research only
industry_vs_vertical,Furniture,Retail,Furniture,Retail,cassinala2,PENDING RESEARCH,,
industry_vs_industry_research,Furniture,PENDING RESEARCH,Furniture,PENDING RESEARCH,cassinala2,,Retail,
sub_industry,Furniture,NOT_IN_ENRICHED,,,cassinala2,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,crm_pipeline,PENDING RESEARCH,crm_pipeline,PENDING RESEARCH,cassinala2,,,
qbo_industry_vs_sector,All other miscellaneous store retailers (except tobacco stores),,All other miscellaneous store retailers (except tobacco stores),,cassinala2,,,
total_events,78,NOT_IN_ENRICHED,,,cassinala2,,,Event count tracked in research only
classification_source,llm_classification,NOT_IN_ENRICHED,,,cassinala2,,,Classification source tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,cassinala2,,,Confidence level tracked in research only
industry_vs_vertical,Sports & Recreation,Manufacturing (MWD),Sports & Recreation,Manufacturing (MWD),peakperformancecampers,PENDING RESEARCH,,
industry_vs_industry_research,Sports & Recreation,PENDING RESEARCH,Sports & Recreation,PENDING RESEARCH,peakperformancecampers,,Manufacturing (MWD),
sub_industry,Outdoor/Camping,NOT_IN_ENRICHED,,,peakperformancecampers,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,crm_pipeline,PENDING RESEARCH,crm_pipeline,PENDING RESEARCH,peakperformancecampers,,,
qbo_industry_vs_sector,Travel trailer and camper manufacturing,,Travel trailer and camper manufacturing,,peakperformancecampers,,,
total_events,13,NOT_IN_ENRICHED,,,peakperformancecampers,,,Event count tracked in research only
classification_source,llm_classification,NOT_IN_ENRICHED,,,peakperformancecampers,,,Classification source tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,peakperformancecampers,,,Confidence level tracked in research only
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),industrimax2,PENDING RESEARCH,,
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,industrimax2,,Wholesale and distribution services (MWD),
sub_industry,Unclassified,NOT_IN_ENRICHED,,,industrimax2,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,crm_pipeline,PENDING RESEARCH,crm_pipeline,PENDING RESEARCH,industrimax2,,,
total_events,12,NOT_IN_ENRICHED,,,industrimax2,,,Event count tracked in research only
classification_source,unclassified,NOT_IN_ENRICHED,,,industrimax2,,,Classification source tracked in research only
industry_vs_vertical,Manufacturing,Manufacturing (MWD),Manufacturing,Manufacturing (MWD),formersinternational5,PENDING RESEARCH,,
industry_vs_industry_research,Manufacturing,PENDING RESEARCH,Manufacturing,PENDING RESEARCH,formersinternational5,,Manufacturing (MWD),
sub_industry,Food Packaging Equipment,NOT_IN_ENRICHED,,,formersinternational5,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,quote_driven,PENDING RESEARCH,quote_driven,PENDING RESEARCH,formersinternational5,,,
qbo_industry_vs_sector,Manufacturing,,Manufacturing,,formersinternational5,,,
total_events,41,NOT_IN_ENRICHED,,,formersinternational5,,,Event count tracked in research only
classification_source,llm_classification,NOT_IN_ENRICHED,,,formersinternational5,,,Classification source tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,formersinternational5,,,Confidence level tracked in research only
industry_vs_vertical,Food & Beverage,Wholesale and distribution services (MWD),Food & Beverage,Wholesale and distribution services (MWD),deansbeansorganiccoffee4,PENDING RESEARCH,,
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,deansbeansorganiccoffee4,,Wholesale and distribution services (MWD),
sub_industry,Coffee Roasting,NOT_IN_ENRICHED,,,deansbeansorganiccoffee4,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,crm_pipeline,PENDING RESEARCH,crm_pipeline,PENDING RESEARCH,deansbeansorganiccoffee4,,,
qbo_industry_vs_sector,accounting_bookkeeping,,accounting_bookkeeping,,deansbeansorganiccoffee4,,,
total_events,18,NOT_IN_ENRICHED,,,deansbeansorganiccoffee4,,,Event count tracked in research only
classification_source,manual_verification,NOT_IN_ENRICHED,,,deansbeansorganiccoffee4,,,Classification source tracked in research only
confidence,high,NOT_IN_ENRICHED,,,deansbeansorganiccoffee4,,,Confidence level tracked in research only
industry_vs_vertical,Other,Manufacturing (MWD),Other,Manufacturing (MWD),concealite,PENDING RESEARCH,,
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,concealite,,Manufacturing (MWD),
sub_industry,Unclassified,NOT_IN_ENRICHED,,,concealite,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,quote_driven,PENDING RESEARCH,quote_driven,PENDING RESEARCH,concealite,,,
total_events,46,NOT_IN_ENRICHED,,,concealite,,,Event count tracked in research only
classification_source,unclassified,NOT_IN_ENRICHED,,,concealite,,,Classification source tracked in research only
industry_vs_vertical,Other,Manufacturing (MWD),Other,Manufacturing (MWD),gsinks,PENDING RESEARCH,,
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,gsinks,,Manufacturing (MWD),
sub_industry,Unclassified,NOT_IN_ENRICHED,,,gsinks,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,crm_pipeline,PENDING RESEARCH,crm_pipeline,PENDING RESEARCH,gsinks,,,
qbo_industry_vs_sector,Printing machinery and equipment manufacturing,,Printing machinery and equipment manufacturing,,gsinks,,,
total_events,22,NOT_IN_ENRICHED,,,gsinks,,,Event count tracked in research only
classification_source,unclassified,NOT_IN_ENRICHED,,,gsinks,,,Classification source tracked in research only
industry_vs_vertical,Construction & Building,Retail,Construction & Building,Retail,norwooddeviceanddiagnostics,PENDING RESEARCH,,
industry_vs_industry_research,Construction & Building,PENDING RESEARCH,Construction & Building,PENDING RESEARCH,norwooddeviceanddiagnostics,,Retail,
sub_industry,Lumber,NOT_IN_ENRICHED,,,norwooddeviceanddiagnostics,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,crm_pipeline,PENDING RESEARCH,crm_pipeline,PENDING RESEARCH,norwooddeviceanddiagnostics,,,
total_events,153,NOT_IN_ENRICHED,,,norwooddeviceanddiagnostics,,,Event count tracked in research only
classification_source,llm_classification,NOT_IN_ENRICHED,,,norwooddeviceanddiagnostics,,,Classification source tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,norwooddeviceanddiagnostics,,,Confidence level tracked in research only
industry_vs_vertical,Food & Beverage,Manufacturing (MWD),Food & Beverage,Manufacturing (MWD),g3packaging2,PENDING RESEARCH,,
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,g3packaging2,,Manufacturing (MWD),
sub_industry,Spirits,NOT_IN_ENRICHED,,,g3packaging2,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,crm_pipeline,PENDING RESEARCH,crm_pipeline,PENDING RESEARCH,g3packaging2,,,
qbo_industry_vs_sector,Manufacturing,,Manufacturing,,g3packaging2,,,
total_events,13,NOT_IN_ENRICHED,,,g3packaging2,,,Event count tracked in research only
classification_source,llm_classification,NOT_IN_ENRICHED,,,g3packaging2,,,Classification source tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,g3packaging2,,,Confidence level tracked in research only
industry_vs_vertical,Other,Manufacturing (MWD),Other,Manufacturing (MWD),burnewiin2,PENDING RESEARCH,,
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,burnewiin2,,Manufacturing (MWD),
sub_industry,Unclassified,NOT_IN_ENRICHED,,,burnewiin2,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,crm_pipeline,PENDING RESEARCH,crm_pipeline,PENDING RESEARCH,burnewiin2,,,
qbo_industry_vs_sector,Manufacturing,,Manufacturing,,burnewiin2,,,
total_events,10,NOT_IN_ENRICHED,,,burnewiin2,,,Event count tracked in research only
classification_source,unclassified,NOT_IN_ENRICHED,,,burnewiin2,,,Classification source tracked in research only
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),gorillahammers4,PENDING RESEARCH,,
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,gorillahammers4,,Wholesale and distribution services (MWD),
sub_industry,Unclassified,NOT_IN_ENRICHED,,,gorillahammers4,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,crm_pipeline,PENDING RESEARCH,crm_pipeline,PENDING RESEARCH,gorillahammers4,,,
total_events,261,NOT_IN_ENRICHED,,,gorillahammers4,,,Event count tracked in research only
classification_source,unclassified,NOT_IN_ENRICHED,,,gorillahammers4,,,Classification source tracked in research only
industry_vs_vertical,Electrical,Manufacturing (MWD),Electrical,Manufacturing (MWD),lumerasolarinc,PENDING RESEARCH,,
industry_vs_industry_research,Electrical,PENDING RESEARCH,Electrical,PENDING RESEARCH,lumerasolarinc,,Manufacturing (MWD),
sub_industry,Solar,NOT_IN_ENRICHED,,,lumerasolarinc,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,crm_pipeline,PENDING RESEARCH,crm_pipeline,PENDING RESEARCH,lumerasolarinc,,,
total_events,14,NOT_IN_ENRICHED,,,lumerasolarinc,,,Event count tracked in research only
classification_source,llm_classification,NOT_IN_ENRICHED,,,lumerasolarinc,,,Classification source tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,lumerasolarinc,,,Confidence level tracked in research only
industry_vs_vertical,Industrial,Manufacturing (MWD),Industrial,Manufacturing (MWD),moderncompressorsales,PENDING RESEARCH,,
industry_vs_industry_research,Industrial,PENDING RESEARCH,Industrial,PENDING RESEARCH,moderncompressorsales,,Manufacturing (MWD),
sub_industry,Compressor Equipment,NOT_IN_ENRICHED,,,moderncompressorsales,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,quote_driven,PENDING RESEARCH,quote_driven,PENDING RESEARCH,moderncompressorsales,,,
total_events,2752,NOT_IN_ENRICHED,,,moderncompressorsales,,,Event count tracked in research only
classification_source,manual_verification,NOT_IN_ENRICHED,,,moderncompressorsales,,,Classification source tracked in research only
confidence,high,NOT_IN_ENRICHED,,,moderncompressorsales,,,Confidence level tracked in research only
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),acentel,PENDING RESEARCH,,
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,acentel,,Wholesale and distribution services (MWD),
sub_industry,Unclassified,NOT_IN_ENRICHED,,,acentel,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,quote_driven,PENDING RESEARCH,quote_driven,PENDING RESEARCH,acentel,,,
qbo_industry_vs_sector,WholesaleDistributionandSales,,WholesaleDistributionandSales,,acentel,,,
total_events,32,NOT_IN_ENRICHED,,,acentel,,,Event count tracked in research only
classification_source,unclassified,NOT_IN_ENRICHED,,,acentel,,,Classification source tracked in research only
industry_vs_vertical,Construction & Building,Manufacturing (MWD),Construction & Building,Manufacturing (MWD),nxtchlng,PENDING RESEARCH,,
industry_vs_industry_research,Construction & Building,PENDING RESEARCH,Construction & Building,PENDING RESEARCH,nxtchlng,,Manufacturing (MWD),
sub_industry,Doors & Windows,NOT_IN_ENRICHED,,,nxtchlng,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,crm_pipeline,PENDING RESEARCH,crm_pipeline,PENDING RESEARCH,nxtchlng,,,
qbo_industry_vs_sector,Institutional furniture manufacturing,,Institutional furniture manufacturing,,nxtchlng,,,
total_events,10,NOT_IN_ENRICHED,,,nxtchlng,,,Event count tracked in research only
classification_source,llm_classification,NOT_IN_ENRICHED,,,nxtchlng,,,Classification source tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,nxtchlng,,,Confidence level tracked in research only
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),radsuramerica,PENDING RESEARCH,,
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,radsuramerica,,Wholesale and distribution services (MWD),
sub_industry,Unclassified,NOT_IN_ENRICHED,,,radsuramerica,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,quote_driven,PENDING RESEARCH,quote_driven,PENDING RESEARCH,radsuramerica,,,
qbo_industry_vs_sector,WholesaleDistributionandSales,,WholesaleDistributionandSales,,radsuramerica,,,
total_events,96,NOT_IN_ENRICHED,,,radsuramerica,,,Event count tracked in research only
classification_source,unclassified,NOT_IN_ENRICHED,,,radsuramerica,,,Classification source tracked in research only
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),gothamlgt,PENDING RESEARCH,,
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,gothamlgt,,Wholesale and distribution services (MWD),
sub_industry,Unclassified,NOT_IN_ENRICHED,,,gothamlgt,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,quote_driven,PENDING RESEARCH,quote_driven,PENDING RESEARCH,gothamlgt,,,
total_events,77,NOT_IN_ENRICHED,,,gothamlgt,,,Event count tracked in research only
classification_source,unclassified,NOT_IN_ENRICHED,,,gothamlgt,,,Classification source tracked in research only
industry_vs_vertical,Other,Wholesale and distribution services (MWD),Other,Wholesale and distribution services (MWD),hendersonenterprises,PENDING RESEARCH,,
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,hendersonenterprises,,Wholesale and distribution services (MWD),
sub_industry,Unclassified,NOT_IN_ENRICHED,,,hendersonenterprises,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,quote_driven,PENDING RESEARCH,quote_driven,PENDING RESEARCH,hendersonenterprises,,,
total_events,84,NOT_IN_ENRICHED,,,hendersonenterprises,,,Event count tracked in research only
classification_source,unclassified,NOT_IN_ENRICHED,,,hendersonenterprises,,,Classification source tracked in research only
industry_vs_vertical,Food & Beverage,Wholesale and distribution services (MWD),Food & Beverage,Wholesale and distribution services (MWD),appenninofoodusa,PENDING RESEARCH,,
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,appenninofoodusa,,Wholesale and distribution services (MWD),
sub_industry,Spirits,NOT_IN_ENRICHED,,,appenninofoodusa,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,transactional,PENDING RESEARCH,transactional,PENDING RESEARCH,appenninofoodusa,,,
total_events,509,NOT_IN_ENRICHED,,,appenninofoodusa,,,Event count tracked in research only
classification_source,llm_classification,NOT_IN_ENRICHED,,,appenninofoodusa,,,Classification source tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,appenninofoodusa,,,Confidence level tracked in research only
industry_vs_vertical,Other,Manufacturing (MWD),Other,Manufacturing (MWD),sierracontainergroup,PENDING RESEARCH,,
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,sierracontainergroup,,Manufacturing (MWD),
sub_industry,Unclassified,NOT_IN_ENRICHED,,,sierracontainergroup,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,crm_pipeline,PENDING RESEARCH,crm_pipeline,PENDING RESEARCH,sierracontainergroup,,,
total_events,13,NOT_IN_ENRICHED,,,sierracontainergroup,,,Event count tracked in research only
classification_source,unclassified,NOT_IN_ENRICHED,,,sierracontainergroup,,,Classification source tracked in research only
industry_vs_vertical,Food & Beverage,Wholesale and distribution services (MWD),Food & Beverage,Wholesale and distribution services (MWD),cuveecoffee,PENDING RESEARCH,,
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,cuveecoffee,,Wholesale and distribution services (MWD),
sub_industry,Coffee Roasting,NOT_IN_ENRICHED,,,cuveecoffee,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,crm_pipeline,PENDING RESEARCH,crm_pipeline,PENDING RESEARCH,cuveecoffee,,,
total_events,47,NOT_IN_ENRICHED,,,cuveecoffee,,,Event count tracked in research only
classification_source,manual_verification,NOT_IN_ENRICHED,,,cuveecoffee,,,Classification source tracked in research only
confidence,high,NOT_IN_ENRICHED,,,cuveecoffee,,,Confidence level tracked in research only
industry_vs_vertical,Technology,Manufacturing (MWD),Technology,Manufacturing (MWD),fibercablesdirect,PENDING RESEARCH,,
industry_vs_industry_research,Technology,PENDING RESEARCH,Technology,PENDING RESEARCH,fibercablesdirect,,Manufacturing (MWD),
sub_industry,Fiber Optics,NOT_IN_ENRICHED,,,fibercablesdirect,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,quote_driven,PENDING RESEARCH,quote_driven,PENDING RESEARCH,fibercablesdirect,,,
total_events,230,NOT_IN_ENRICHED,,,fibercablesdirect,,,Event count tracked in research only
classification_source,manual_verification,NOT_IN_ENRICHED,,,fibercablesdirect,,,Classification source tracked in research only
confidence,high,NOT_IN_ENRICHED,,,fibercablesdirect,,,Confidence level tracked in research only
industry_vs_vertical,Consumer Goods,Manufacturing (MWD),Consumer Goods,Manufacturing (MWD),koolwaysports,PENDING RESEARCH,,
industry_vs_industry_research,Consumer Goods,PENDING RESEARCH,Consumer Goods,PENDING RESEARCH,koolwaysports,,Manufacturing (MWD),
sub_industry,Adaptive Fashion,NOT_IN_ENRICHED,,,koolwaysports,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,crm_pipeline,PENDING RESEARCH,crm_pipeline,PENDING RESEARCH,koolwaysports,,,
total_events,8,NOT_IN_ENRICHED,,,koolwaysports,,,Event count tracked in research only
classification_source,manual_verification,NOT_IN_ENRICHED,,,koolwaysports,,,Classification source tracked in research only
confidence,high,NOT_IN_ENRICHED,,,koolwaysports,,,Confidence level tracked in research only
industry_vs_vertical,Food & Beverage,Wholesale and distribution services (MWD),Food & Beverage,Wholesale and distribution services (MWD),icustomlabel,PENDING RESEARCH,,
industry_vs_industry_research,Food & Beverage,PENDING RESEARCH,Food & Beverage,PENDING RESEARCH,icustomlabel,,Wholesale and distribution services (MWD),
sub_industry,Spirits,NOT_IN_ENRICHED,,,icustomlabel,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,crm_pipeline,PENDING RESEARCH,crm_pipeline,PENDING RESEARCH,icustomlabel,,,
total_events,11,NOT_IN_ENRICHED,,,icustomlabel,,,Event count tracked in research only
classification_source,llm_classification,NOT_IN_ENRICHED,,,icustomlabel,,,Classification source tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,icustomlabel,,,Confidence level tracked in research only
industry_vs_vertical,Consumer Goods,Retail,Consumer Goods,Retail,audioconcepts,PENDING RESEARCH,,
industry_vs_industry_research,Consumer Goods,PENDING RESEARCH,Consumer Goods,PENDING RESEARCH,audioconcepts,,Retail,
sub_industry,Jewelry,NOT_IN_ENRICHED,,,audioconcepts,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,crm_pipeline,PENDING RESEARCH,crm_pipeline,PENDING RESEARCH,audioconcepts,,,
qbo_industry_vs_sector,Audio and video equipment retail,,Audio and video equipment retail,,audioconcepts,,,
total_events,38,NOT_IN_ENRICHED,,,audioconcepts,,,Event count tracked in research only
classification_source,llm_classification,NOT_IN_ENRICHED,,,audioconcepts,,,Classification source tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,audioconcepts,,,Confidence level tracked in research only
industry_vs_vertical,Construction & Building,Manufacturing (MWD),Construction & Building,Manufacturing (MWD),blackstonesportsinc2,PENDING RESEARCH,,
industry_vs_industry_research,Construction & Building,PENDING RESEARCH,Construction & Building,PENDING RESEARCH,blackstonesportsinc2,,Manufacturing (MWD),
sub_industry,Concrete/Masonry,NOT_IN_ENRICHED,,,blackstonesportsinc2,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,crm_pipeline,PENDING RESEARCH,crm_pipeline,PENDING RESEARCH,blackstonesportsinc2,,,
total_events,68,NOT_IN_ENRICHED,,,blackstonesportsinc2,,,Event count tracked in research only
classification_source,llm_classification,NOT_IN_ENRICHED,,,blackstonesportsinc2,,,Classification source tracked in research only
confidence,medium,NOT_IN_ENRICHED,,,blackstonesportsinc2,,,Confidence level tracked in research only
industry_vs_vertical,Other,Manufacturing (MWD),Other,Manufacturing (MWD),industrialodorcontrol2,PENDING RESEARCH,,
industry_vs_industry_research,Other,PENDING RESEARCH,Other,PENDING RESEARCH,industrialodorcontrol2,,Manufacturing (MWD),
sub_industry,Unclassified,NOT_IN_ENRICHED,,,industrialodorcontrol2,,,Sub-industry detail exists in research but not tracked in enriched
workflow_pattern,crm_pipeline,PENDING RESEARCH,crm_pipeline,PENDING RESEARCH,industrialodorcontrol2,,,
qbo_industry_vs_sector,GeneralProductbasedBusiness,,GeneralProductbasedBusiness,,industrialodorcontrol2,,,
total_events,82,NOT_IN_ENRICHED,,,industrialodorcontrol2,,,Event count tracked in research only
classification_source,unclassified,NOT_IN_ENRICHED,,,industrialodorcontrol2,,,Classification source tracked in research only
