field,research_value,enriched_value,research_normalized,enriched_normalized,account,enriched_industry_research,enriched_vertical,note
total_events,102,NOT_IN_ENRICHED,,,catsfilters,,,Event count tracked in research only
total_events,12,NOT_IN_ENRICHED,,,stamfordtimeandco,,,Event count tracked in research only
total_events,1745,NOT_IN_ENRICHED,,,pneusquebecnet,,,Event count tracked in research only
total_events,58,NOT_IN_ENRICHED,,,ssifiresolutions,,,Event count tracked in research only
total_events,27,NOT_IN_ENRICHED,,,mycologicalnaturalproducts,,,Event count tracked in research only
total_events,1498,NOT_IN_ENRICHED,,,silverlinejudaica,,,Event count tracked in research only
total_events,199,NOT_IN_ENRICHED,,,bandtcommunicationsinc3,,,Event count tracked in research only
total_events,25,NOT_IN_ENRICHED,,,larryssausage,,,Event count tracked in research only
total_events,949,NOT_IN_ENRICHED,,,americansupplycompanyinc,,,Event count tracked in research only
total_events,14,NOT_IN_ENRICHED,,,big,,,Event count tracked in research only
total_events,422,NOT_IN_ENRICHED,,,helenarosejewelry,,,Event count tracked in research only
total_events,174,NOT_IN_ENRICHED,,,readyvista,,,Event count tracked in research only
total_events,57,NOT_IN_ENRICHED,,,plasmaprocessgroup4,,,Event count tracked in research only
total_events,473,NOT_IN_ENRICHED,,,uselitegear,,,Event count tracked in research only
total_events,834,NOT_IN_ENRICHED,,,dtsdirect,,,Event count tracked in research only
total_events,203,NOT_IN_ENRICHED,,,candhaggregatesllc,,,Event count tracked in research only
total_events,264,NOT_IN_ENRICHED,,,africanchoicemarketltd,,,Event count tracked in research only
total_events,211,NOT_IN_ENRICHED,,,ultimax,,,Event count tracked in research only
total_events,12,NOT_IN_ENRICHED,,,emeryallen2,,,Event count tracked in research only
total_events,117,NOT_IN_ENRICHED,,,rakit3,,,Event count tracked in research only
total_events,48,NOT_IN_ENRICHED,,,brandxmetalsinc2,,,Event count tracked in research only
total_events,650,NOT_IN_ENRICHED,,,sacredstudiosinc,,,Event count tracked in research only
total_events,213,NOT_IN_ENRICHED,,,tangiblecreative2,,,Event count tracked in research only
total_events,16477,NOT_IN_ENRICHED,,,bioskinaestheticsinc,,,Event count tracked in research only
total_events,39,NOT_IN_ENRICHED,,,crimsonimaging,,,Event count tracked in research only
total_events,18,NOT_IN_ENRICHED,,,sheffieldsupplyandequipmentoftexasllc,,,Event count tracked in research only
total_events,20,NOT_IN_ENRICHED,,,sheffieldsupplyandequipment,,,Event count tracked in research only
total_events,81,NOT_IN_ENRICHED,,,solshinehair,,,Event count tracked in research only
total_events,2206,NOT_IN_ENRICHED,,,icandyenergydrink,,,Event count tracked in research only
total_events,177,NOT_IN_ENRICHED,,,customindustrial2,,,Event count tracked in research only
total_events,31,NOT_IN_ENRICHED,,,upstateanodizellc,,,Event count tracked in research only
total_events,13773,NOT_IN_ENRICHED,,,fosterus,,,Event count tracked in research only
total_events,102,NOT_IN_ENRICHED,,,drinkade,,,Event count tracked in research only
total_events,1573,NOT_IN_ENRICHED,,,topoffice,,,Event count tracked in research only
total_events,285,NOT_IN_ENRICHED,,,perryco,,,Event count tracked in research only
total_events,1627,NOT_IN_ENRICHED,,,uniquewoodfloor,,,Event count tracked in research only
total_events,2240,NOT_IN_ENRICHED,,,thomashayesstudio3,,,Event count tracked in research only
total_events,1842,NOT_IN_ENRICHED,,,amtonllcbabyclubchic,,,Event count tracked in research only
total_events,1235,NOT_IN_ENRICHED,,,precisiondoors3,,,Event count tracked in research only
total_events,192,NOT_IN_ENRICHED,,,todaytomorrowapparel,,,Event count tracked in research only
total_events,157,NOT_IN_ENRICHED,,,bl2systemsllc,,,Event count tracked in research only
total_events,8,NOT_IN_ENRICHED,,,midwestbuildingsupply,,,Event count tracked in research only
total_events,140,NOT_IN_ENRICHED,,,artbrandsholdings,,,Event count tracked in research only
total_events,1230,NOT_IN_ENRICHED,,,abhasafinancialservices2,,,Event count tracked in research only
total_events,11,NOT_IN_ENRICHED,,,strongwellness,,,Event count tracked in research only
total_events,294,NOT_IN_ENRICHED,,,howardcountymd,,,Event count tracked in research only
total_events,1736,NOT_IN_ENRICHED,,,donecdistributors,,,Event count tracked in research only
total_events,449,NOT_IN_ENRICHED,,,miminternationalinc,,,Event count tracked in research only
total_events,17,NOT_IN_ENRICHED,,,ghentindustrialsupplyinc,,,Event count tracked in research only
total_events,168,NOT_IN_ENRICHED,,,byisbeveragellc2,,,Event count tracked in research only
total_events,514,NOT_IN_ENRICHED,,,pspglobalwines2,,,Event count tracked in research only
total_events,1615,NOT_IN_ENRICHED,,,medallionfence,,,Event count tracked in research only
total_events,1190,NOT_IN_ENRICHED,,,nearymartin,,,Event count tracked in research only
total_events,1075,NOT_IN_ENRICHED,,,reaganwirelesscorp,,,Event count tracked in research only
total_events,28,NOT_IN_ENRICHED,,,kabsolution2,,,Event count tracked in research only
total_events,317,NOT_IN_ENRICHED,,,memiairellc,,,Event count tracked in research only
total_events,3303,NOT_IN_ENRICHED,,,awcomm2,,,Event count tracked in research only
total_events,895,NOT_IN_ENRICHED,,,amarenusa,,,Event count tracked in research only
total_events,7,NOT_IN_ENRICHED,,,superiorcleaningequipmentinc,,,Event count tracked in research only
total_events,442,NOT_IN_ENRICHED,,,classicexhaustsystemsllc,,,Event count tracked in research only
total_events,400,NOT_IN_ENRICHED,,,mokanfastenerandsupply,,,Event count tracked in research only
total_events,318,NOT_IN_ENRICHED,,,picturethisframinginc,,,Event count tracked in research only
total_events,4006,NOT_IN_ENRICHED,,,militarypilotsupplyoftexasllc,,,Event count tracked in research only
total_events,555,NOT_IN_ENRICHED,,,easternwireproducts,,,Event count tracked in research only
total_events,85,NOT_IN_ENRICHED,,,lightingxcorp,,,Event count tracked in research only
total_events,472,NOT_IN_ENRICHED,,,revivehealthcaregroup,,,Event count tracked in research only
total_events,177,NOT_IN_ENRICHED,,,miabsgpteltd,,,Event count tracked in research only
total_events,1311,NOT_IN_ENRICHED,,,thecarekioskptyltd,,,Event count tracked in research only
total_events,606,NOT_IN_ENRICHED,,,dosesteel2,,,Event count tracked in research only
total_events,57,NOT_IN_ENRICHED,,,labedahockeygear,,,Event count tracked in research only
total_events,159,NOT_IN_ENRICHED,,,lot49llcdbabox7imports,,,Event count tracked in research only
total_events,915,NOT_IN_ENRICHED,,,clandestinelabz,,,Event count tracked in research only
total_events,848,NOT_IN_ENRICHED,,,nationcor,,,Event count tracked in research only
total_events,104,NOT_IN_ENRICHED,,,cyclallc,,,Event count tracked in research only
total_events,45,NOT_IN_ENRICHED,,,pcparlor,,,Event count tracked in research only
total_events,225,NOT_IN_ENRICHED,,,maaribu,,,Event count tracked in research only
total_events,63,NOT_IN_ENRICHED,,,outriggerpads,,,Event count tracked in research only
total_events,132,NOT_IN_ENRICHED,,,greenandchapmanjv,,,Event count tracked in research only
total_events,172,NOT_IN_ENRICHED,,,premiumpb2,,,Event count tracked in research only
total_events,104,NOT_IN_ENRICHED,,,insightsurgical,,,Event count tracked in research only
total_events,4148,NOT_IN_ENRICHED,,,boschfamilybrewingcompanyllc,,,Event count tracked in research only
total_events,20,NOT_IN_ENRICHED,,,sabradental,,,Event count tracked in research only
total_events,25,NOT_IN_ENRICHED,,,coffeebeancorral2,,,Event count tracked in research only
total_events,268,NOT_IN_ENRICHED,,,woodforminteriorsltd,,,Event count tracked in research only
total_events,146,NOT_IN_ENRICHED,,,nupointsystems2,,,Event count tracked in research only
total_events,56,NOT_IN_ENRICHED,,,holeintheroof2,,,Event count tracked in research only
total_events,9316,NOT_IN_ENRICHED,,,chairstuff3,,,Event count tracked in research only
total_events,587,NOT_IN_ENRICHED,,,rainbowconcreteindustrieslimited,,,Event count tracked in research only
total_events,1057,NOT_IN_ENRICHED,,,automatedatticstair,,,Event count tracked in research only
total_events,10,NOT_IN_ENRICHED,,,red88eyewearinc,,,Event count tracked in research only
total_events,393,NOT_IN_ENRICHED,,,hddsupply,,,Event count tracked in research only
total_events,899,NOT_IN_ENRICHED,,,poochiepets2,,,Event count tracked in research only
total_events,576,NOT_IN_ENRICHED,,,greenmoab,,,Event count tracked in research only
total_events,9958,NOT_IN_ENRICHED,,,osupplies,,,Event count tracked in research only
total_events,3190,NOT_IN_ENRICHED,,,sobremesamanagement2,,,Event count tracked in research only
total_events,19907,NOT_IN_ENRICHED,,,norenthermal,,,Event count tracked in research only
total_events,16047,NOT_IN_ENRICHED,,,gtsimulators,,,Event count tracked in research only
total_events,10,NOT_IN_ENRICHED,,,gsova,,,Event count tracked in research only
total_events,1716,NOT_IN_ENRICHED,,,elevatedmetalscorp2,,,Event count tracked in research only
total_events,768,NOT_IN_ENRICHED,,,dubgifcollc,,,Event count tracked in research only
total_events,1636,NOT_IN_ENRICHED,,,cooksmart2,,,Event count tracked in research only
total_events,57,NOT_IN_ENRICHED,,,rayhil2,,,Event count tracked in research only
total_events,10062,NOT_IN_ENRICHED,,,progressivewestman3,,,Event count tracked in research only
total_events,1993,NOT_IN_ENRICHED,,,flipoffice4,,,Event count tracked in research only
total_events,336,NOT_IN_ENRICHED,,,wallbedsnmore,,,Event count tracked in research only
total_events,338,NOT_IN_ENRICHED,,,kennebeccabinetry,,,Event count tracked in research only
total_events,1797,NOT_IN_ENRICHED,,,vacairindustries,,,Event count tracked in research only
total_events,1185,NOT_IN_ENRICHED,,,experthosiery,,,Event count tracked in research only
total_events,3497,NOT_IN_ENRICHED,,,southgateprocessequipmentinc,,,Event count tracked in research only
total_events,1893,NOT_IN_ENRICHED,,,rainwatermanagmentsolutions,,,Event count tracked in research only
total_events,1432,NOT_IN_ENRICHED,,,pneumaticplus,,,Event count tracked in research only
total_events,1230,NOT_IN_ENRICHED,,,fullcirclesolutionsllc,,,Event count tracked in research only
total_events,2778,NOT_IN_ENRICHED,,,carolinalightinggroup,,,Event count tracked in research only
total_events,192,NOT_IN_ENRICHED,,,deccanfoods4,,,Event count tracked in research only
total_events,273,NOT_IN_ENRICHED,,,mobilitycityoflasvegas2,,,Event count tracked in research only
total_events,719,NOT_IN_ENRICHED,,,fivehundredandfiftyfivedistribution,,,Event count tracked in research only
total_events,356,NOT_IN_ENRICHED,,,theatticdepot2,,,Event count tracked in research only
total_events,9,NOT_IN_ENRICHED,,,betterbuychairsinc,,,Event count tracked in research only
total_events,92,NOT_IN_ENRICHED,,,montanamixers,,,Event count tracked in research only
total_events,449,NOT_IN_ENRICHED,,,vogona,,,Event count tracked in research only
total_events,3822,NOT_IN_ENRICHED,,,treatmenttechnology,,,Event count tracked in research only
total_events,2055,NOT_IN_ENRICHED,,,duecksmechanicalinc,,,Event count tracked in research only
total_events,13893,NOT_IN_ENRICHED,,,randolphpaper2,,,Event count tracked in research only
total_events,3871,NOT_IN_ENRICHED,,,carlsondockandbarge,,,Event count tracked in research only
total_events,6364,NOT_IN_ENRICHED,,,fishfoodies,,,Event count tracked in research only
total_events,2141,NOT_IN_ENRICHED,,,egeproducts,,,Event count tracked in research only
total_events,1594,NOT_IN_ENRICHED,,,dddirect,,,Event count tracked in research only
total_events,16273,NOT_IN_ENRICHED,,,sherbistone,,,Event count tracked in research only
total_events,175,NOT_IN_ENRICHED,,,publicmetal,,,Event count tracked in research only
total_events,91,NOT_IN_ENRICHED,,,sonomachampagnesabres,,,Event count tracked in research only
total_events,3162,NOT_IN_ENRICHED,,,summitlaboratories2,,,Event count tracked in research only
total_events,52,NOT_IN_ENRICHED,,,summitflooring,,,Event count tracked in research only
total_events,84,NOT_IN_ENRICHED,,,ozenairtechnology2,,,Event count tracked in research only
total_events,29,NOT_IN_ENRICHED,,,aromaticfragrancetechnologies,,,Event count tracked in research only
total_events,33541,NOT_IN_ENRICHED,,,rexdistributioninc,,,Event count tracked in research only
total_events,8532,NOT_IN_ENRICHED,,,hisigns,,,Event count tracked in research only
total_events,346,NOT_IN_ENRICHED,,,edreedcompany,,,Event count tracked in research only
total_events,1979,NOT_IN_ENRICHED,,,mjjdassociatesllc,,,Event count tracked in research only
total_events,358,NOT_IN_ENRICHED,,,davinciandtesla,,,Event count tracked in research only
total_events,34,NOT_IN_ENRICHED,,,genesismachineandfabricationinc,,,Event count tracked in research only
total_events,1195,NOT_IN_ENRICHED,,,bieldentalcabinetsrebielcompanyinc,,,Event count tracked in research only
total_events,1036,NOT_IN_ENRICHED,,,chalmersford,,,Event count tracked in research only
total_events,17,NOT_IN_ENRICHED,,,kandedistributing2,,,Event count tracked in research only
total_events,280,NOT_IN_ENRICHED,,,petitvin2,,,Event count tracked in research only
total_events,4357,NOT_IN_ENRICHED,,,cpvusanew,,,Event count tracked in research only
total_events,95,NOT_IN_ENRICHED,,,callanindustrial2,,,Event count tracked in research only
total_events,262,NOT_IN_ENRICHED,,,underhillinternational,,,Event count tracked in research only
total_events,386,NOT_IN_ENRICHED,,,hawkvalve,,,Event count tracked in research only
total_events,276,NOT_IN_ENRICHED,,,canadalab,,,Event count tracked in research only
total_events,8611,NOT_IN_ENRICHED,,,coastalwipers,,,Event count tracked in research only
total_events,19,NOT_IN_ENRICHED,,,bairespackusa2,,,Event count tracked in research only
total_events,467,NOT_IN_ENRICHED,,,protechequipment,,,Event count tracked in research only
total_events,6852,NOT_IN_ENRICHED,,,papajifoods3,,,Event count tracked in research only
total_events,4177,NOT_IN_ENRICHED,,,cooksdoorsandmouldingsinc,,,Event count tracked in research only
total_events,332,NOT_IN_ENRICHED,,,callanindustrial,,,Event count tracked in research only
total_events,976,NOT_IN_ENRICHED,,,hucksterinc,,,Event count tracked in research only
total_events,7084,NOT_IN_ENRICHED,,,mnjenterprisellc,,,Event count tracked in research only
total_events,16,NOT_IN_ENRICHED,,,totalfeedsinc,,,Event count tracked in research only
total_events,967,NOT_IN_ENRICHED,,,opcdistributionllc,,,Event count tracked in research only
total_events,76,NOT_IN_ENRICHED,,,arboragri,,,Event count tracked in research only
total_events,49,NOT_IN_ENRICHED,,,automatedroomcontrolsinc2,,,Event count tracked in research only
total_events,978,NOT_IN_ENRICHED,,,redstonetechnical,,,Event count tracked in research only
total_events,31,NOT_IN_ENRICHED,,,lesgerstionsdmanagementlin,,,Event count tracked in research only
total_events,1936,NOT_IN_ENRICHED,,,mobilitycityofworcestermassachusetts,,,Event count tracked in research only
total_events,174,NOT_IN_ENRICHED,,,highpowerproducts,,,Event count tracked in research only
total_events,138,NOT_IN_ENRICHED,,,southweststeelfabrication,,,Event count tracked in research only
total_events,980,NOT_IN_ENRICHED,,,staplesenterprises4,,,Event count tracked in research only
total_events,2017,NOT_IN_ENRICHED,,,norcada3,,,Event count tracked in research only
total_events,355,NOT_IN_ENRICHED,,,vikingcommunicationsinc2,,,Event count tracked in research only
total_events,981,NOT_IN_ENRICHED,,,mobilitycityofgreatercincinnati,,,Event count tracked in research only
total_events,4600,NOT_IN_ENRICHED,,,ajco,,,Event count tracked in research only
total_events,2242,NOT_IN_ENRICHED,,,smindustries3,,,Event count tracked in research only
total_events,2182,NOT_IN_ENRICHED,,,reidwitlinltd,,,Event count tracked in research only
total_events,3493,NOT_IN_ENRICHED,,,protectconstruction,,,Event count tracked in research only
total_events,1088,NOT_IN_ENRICHED,,,marineinnovations2,,,Event count tracked in research only
total_events,16781,NOT_IN_ENRICHED,,,ceramicainc,,,Event count tracked in research only
total_events,219,NOT_IN_ENRICHED,,,hydrospraywashsystemsinc,,,Event count tracked in research only
total_events,933,NOT_IN_ENRICHED,,,evolutiontrailertechnologies,,,Event count tracked in research only
total_events,282,NOT_IN_ENRICHED,,,apparelstuffrus2,,,Event count tracked in research only
total_events,2911,NOT_IN_ENRICHED,,,mobilitycityofcoloradosprings,,,Event count tracked in research only
total_events,1288,NOT_IN_ENRICHED,,,lmhdistribution,,,Event count tracked in research only
total_events,3832,NOT_IN_ENRICHED,,,sylcadesigns2,,,Event count tracked in research only
total_events,111,NOT_IN_ENRICHED,,,dsagllc2,,,Event count tracked in research only
total_events,1374,NOT_IN_ENRICHED,,,boswellwindows3,,,Event count tracked in research only
total_events,1424,NOT_IN_ENRICHED,,,trimports,,,Event count tracked in research only
total_events,5070,NOT_IN_ENRICHED,,,roimetalbuildings,,,Event count tracked in research only
total_events,8897,NOT_IN_ENRICHED,,,pacificlink,,,Event count tracked in research only
total_events,325,NOT_IN_ENRICHED,,,crowncreationsinc,,,Event count tracked in research only
total_events,290,NOT_IN_ENRICHED,,,boxgangmanufacturing2,,,Event count tracked in research only
total_events,3733,NOT_IN_ENRICHED,,,equustockopcollc,,,Event count tracked in research only
total_events,2813,NOT_IN_ENRICHED,,,anchorsupply2,,,Event count tracked in research only
total_events,398,NOT_IN_ENRICHED,,,leadingedgesales2,,,Event count tracked in research only
total_events,1205,NOT_IN_ENRICHED,,,brinksmfgco,,,Event count tracked in research only
total_events,57,NOT_IN_ENRICHED,,,hdindustriesinc,,,Event count tracked in research only
total_events,5698,NOT_IN_ENRICHED,,,mpactbeverage2,,,Event count tracked in research only
total_events,1711,NOT_IN_ENRICHED,,,abbeyhardware,,,Event count tracked in research only
total_events,81,NOT_IN_ENRICHED,,,cbsolutionslp,,,Event count tracked in research only
total_events,967,NOT_IN_ENRICHED,,,vortex2,,,Event count tracked in research only
total_events,782,NOT_IN_ENRICHED,,,galaxy2,,,Event count tracked in research only
total_events,8755,NOT_IN_ENRICHED,,,atlanticrestaurantandsupermarketequipment,,,Event count tracked in research only
total_events,108,NOT_IN_ENRICHED,,,perlite,,,Event count tracked in research only
total_events,1578,NOT_IN_ENRICHED,,,planetarydesign2,,,Event count tracked in research only
total_events,13251,NOT_IN_ENRICHED,,,pfpspokane2,,,Event count tracked in research only
total_events,7278,NOT_IN_ENRICHED,,,sixdegreesnorthbeveragegroup,,,Event count tracked in research only
total_events,808,NOT_IN_ENRICHED,,,brewersicecompanyllc,,,Event count tracked in research only
total_events,311,NOT_IN_ENRICHED,,,yudoinc,,,Event count tracked in research only
total_events,103,NOT_IN_ENRICHED,,,quipementsvegtech,,,Event count tracked in research only
total_events,1501,NOT_IN_ENRICHED,,,periodmouldings2,,,Event count tracked in research only
total_events,2299,NOT_IN_ENRICHED,,,fuelinjectorclinic2,,,Event count tracked in research only
total_events,4384,NOT_IN_ENRICHED,,,aandmdiscountfurniture4,,,Event count tracked in research only
total_events,2500,NOT_IN_ENRICHED,,,mustangnorth,,,Event count tracked in research only
total_events,16365,NOT_IN_ENRICHED,,,pma13,,,Event count tracked in research only
total_events,2278,NOT_IN_ENRICHED,,,energycurve,,,Event count tracked in research only
total_events,10009,NOT_IN_ENRICHED,,,ebamethod,,,Event count tracked in research only
total_events,11508,NOT_IN_ENRICHED,,,flooringrva,,,Event count tracked in research only
total_events,134,NOT_IN_ENRICHED,,,halosilinternationalnxtllc,,,Event count tracked in research only
total_events,1682,NOT_IN_ENRICHED,,,area51sportsltd,,,Event count tracked in research only
total_events,1352,NOT_IN_ENRICHED,,,championproducts2,,,Event count tracked in research only
total_events,1113,NOT_IN_ENRICHED,,,atlanticindustrialcorp,,,Event count tracked in research only
total_events,30,NOT_IN_ENRICHED,,,nationalfiltersupply,,,Event count tracked in research only
total_events,104,NOT_IN_ENRICHED,,,jemmcollc,,,Event count tracked in research only
total_events,3431,NOT_IN_ENRICHED,,,goldnerdockconstruction,,,Event count tracked in research only
total_events,5179,NOT_IN_ENRICHED,,,limbbusterllc,,,Event count tracked in research only
total_events,853,NOT_IN_ENRICHED,,,pghorticulturelimited,,,Event count tracked in research only
total_events,6131,NOT_IN_ENRICHED,,,wearingwilliamsltd2,,,Event count tracked in research only
total_events,67,NOT_IN_ENRICHED,,,tandssalesinc,,,Event count tracked in research only
total_events,704,NOT_IN_ENRICHED,,,commfitness3,,,Event count tracked in research only
total_events,1217,NOT_IN_ENRICHED,,,transmetroninc3,,,Event count tracked in research only
total_events,426,NOT_IN_ENRICHED,,,whiteherrinmetals,,,Event count tracked in research only
total_events,44,NOT_IN_ENRICHED,,,hongkongmarket,,,Event count tracked in research only
total_events,176,NOT_IN_ENRICHED,,,luxuryair,,,Event count tracked in research only
total_events,1533,NOT_IN_ENRICHED,,,dalmatianfireequipment,,,Event count tracked in research only
total_events,8943,NOT_IN_ENRICHED,,,jdshouseoftrophies,,,Event count tracked in research only
total_events,2591,NOT_IN_ENRICHED,,,autorescuetools,,,Event count tracked in research only
total_events,57,NOT_IN_ENRICHED,,,jafedecorating,,,Event count tracked in research only
total_events,16164,NOT_IN_ENRICHED,,,acheerfulgiver,,,Event count tracked in research only
total_events,127,NOT_IN_ENRICHED,,,informedag3,,,Event count tracked in research only
total_events,72,NOT_IN_ENRICHED,,,americanlithiumenergy2,,,Event count tracked in research only
total_events,1973,NOT_IN_ENRICHED,,,baconmail,,,Event count tracked in research only
total_events,903,NOT_IN_ENRICHED,,,prionesource,,,Event count tracked in research only
total_events,2316,NOT_IN_ENRICHED,,,enzusainc,,,Event count tracked in research only
total_events,187,NOT_IN_ENRICHED,,,buddyventuresinternationalltd2,,,Event count tracked in research only
total_events,1444,NOT_IN_ENRICHED,,,americanbackcountry,,,Event count tracked in research only
total_events,994,NOT_IN_ENRICHED,,,fencetrac2,,,Event count tracked in research only
total_events,21156,NOT_IN_ENRICHED,,,accurateforklift3,,,Event count tracked in research only
total_events,57,NOT_IN_ENRICHED,,,cappadociarugsllc,,,Event count tracked in research only
total_events,140,NOT_IN_ENRICHED,,,muleresophonicguitars,,,Event count tracked in research only
total_events,102,NOT_IN_ENRICHED,,,wktrincdbafloridadocks,,,Event count tracked in research only
total_events,226,NOT_IN_ENRICHED,,,halderinc,,,Event count tracked in research only
total_events,262,NOT_IN_ENRICHED,,,flowmeasurementservices,,,Event count tracked in research only
total_events,631,NOT_IN_ENRICHED,,,ambessenterprisesinc3,,,Event count tracked in research only
total_events,62,NOT_IN_ENRICHED,,,spatialgenomics3,,,Event count tracked in research only
total_events,1179,NOT_IN_ENRICHED,,,qualityflooring,,,Event count tracked in research only
total_events,956,NOT_IN_ENRICHED,,,southwestenvirotxpartnersllc,,,Event count tracked in research only
total_events,2340,NOT_IN_ENRICHED,,,hattrickdistributioninc,,,Event count tracked in research only
total_events,687,NOT_IN_ENRICHED,,,kinetictoolsinc,,,Event count tracked in research only
total_events,99,NOT_IN_ENRICHED,,,steerintrailersales,,,Event count tracked in research only
total_events,2031,NOT_IN_ENRICHED,,,vipsupplyco,,,Event count tracked in research only
total_events,3385,NOT_IN_ENRICHED,,,cggschmidt2,,,Event count tracked in research only
total_events,598,NOT_IN_ENRICHED,,,topsecretcustoms,,,Event count tracked in research only
total_events,2391,NOT_IN_ENRICHED,,,getbold,,,Event count tracked in research only
total_events,3324,NOT_IN_ENRICHED,,,smokinggoose2,,,Event count tracked in research only
total_events,2965,NOT_IN_ENRICHED,,,saveonlaser,,,Event count tracked in research only
